problemName,problemType,numCustomers,UAVspeed,UAVendurance,numTrucks,numUAVs,solverType,heuristicSwitch,timeLimit,numNodesExplored,LPrelaxationBound,lowerBound,objVal,isOptimal,runTime,numTruckCust,numUAVcust,initialHeuristicSoln,finalBnBlowerBound,finalBnBobjVal,finalBnBrunTime,finalBnBnumTruckCust,finalBnBnumUAVcust
eil101_0_80,large,101,2.000000,-,1,6,DFJ,-,3600,-,245.733,303,314,0,3600.03,27,74,-,-,-,-,-,-


DFJ SOLUTION:

Truck tours:
0,80,79,78,34,9,71,35,65,66,20,32,90,63,11,19,64,49,36,47,48,8,16,85,92,96,6,89,102

UAV tours:
1,23,38,43,51,55,57,68,77,83,97
3,7,10,14,25,28,33,44,53,60,61,70,82,100
17,30,40,54,59,62,72,73,86,88,91
2,13,18,21,31,39,50,56,67,69,74,95,99
12,22,24,26,37,42,46,81,93,94,98
4,5,15,27,29,41,45,52,58,75,76,84,87,101
