problemName,problemType,numCustomers,UAVspeed,UAVendurance,numTrucks,numUAVs,solverType,heuristicSwitch,timeLimit,numNodesExplored,LPrelaxationBound,lowerBound,objVal,isOptimal,runTime,numTruckCust,numUAVcust,initialHeuristicSoln,finalBnBlowerBound,finalBnBobjVal,finalBnBrunTime,finalBnBnumTruckCust,finalBnBnumUAVcust
pr152_0_80,large,152,2.000000,-,1,6,BNP,0,3600,1,57794,inf,76060,0,2400.03,74,78,76060,57794,57794,2.366,90,62


BNP SOLUTION:

Truck tours:
0,16,32,96,92,48,93,94,95,116,115,97,99,98,106,86,107,105,85,108,109,110,84,41,60,61,62,63,59,42,58,64,83,87,104,111,112,143,117,140,139,141,142,138,137,118,119,120,133,134,131,130,126,124,125,152,150,151,127,128,123,129,149,148,147,146,145,144,135,136,103,100,113,114,80,153

UAV tours:
45,70,55,78,57,50,38,33,3,35,23,21,8
46,71,47,51,43,76,82,37,4,24,1,7,17
52,72,56,89,75,77,31,27,34,2,22,19,9
54,79,68,66,81,101,29,14,26,5,6,10,121
53,44,91,73,49,88,28,15,36,39,11,40,122
69,90,67,65,74,102,30,13,25,12,20,18,132


BNB SOLUTION:

Truck tours:
0,29,30,31,32,15,16,34,36,35,48,49,50,76,74,75,73,51,78,91,96,115,116,123,124,125,126,152,150,151,127,128,122,129,130,149,148,147,131,132,121,120,133,134,146,145,144,135,136,143,141,142,138,137,118,139,140,117,107,106,105,86,60,61,62,59,42,58,64,83,87,104,111,112,103,102,101,100,113,89,80,79,53,46,52,72,71,70,69,54,45,153

UAV tours:
6,11,18,20,22,23,28,38,95,108
2,4,5,17,27,41,55,57,63,66,81,82,90
7,19,25,39,43,44,47,68,77,84,92,98,99,114
1,8,9,14,33,65,93,97
21,24,37,56,67,85,88,94,110
3,10,12,13,26,40,109,119
