problemName,problemType,numCustomers,UAVspeed,UAVendurance,numTrucks,numUAVs,solverType,heuristicSwitch,timeLimit,numNodesExplored,LPrelaxationBound,lowerBound,objVal,isOptimal,runTime,numTruckCust,numUAVcust,initialHeuristicSoln,finalBnBlowerBound,finalBnBobjVal,finalBnBrunTime,finalBnBnumTruckCust,finalBnBnumUAVcust
20140813T125242,small,20,-,30.000000,1,4,BNP,1,1800,1,67.7227,inf,67.7227,0,0.014,11,9,67.7227,-,-,-,-,-


BNP SOLUTION:

Truck tours:
0,6,1,2,10,11,12,14,20,17,18,4,21

UAV tours:
9,8,19
15,3
7,5
16,13
