problemName,problemType,numCustomers,UAVspeed,UAVendurance,numTrucks,numUAVs,solverType,heuristicSwitch,timeLimit,numNodesExplored,LPrelaxationBound,lowerBound,objVal,isOptimal,runTime,numTruckCust,numUAVcust,initialHeuristicSoln,finalBnBlowerBound,finalBnBobjVal,finalBnBrunTime,finalBnBnumTruckCust,finalBnBnumUAVcust
20140813T125242,small,20,-,30.000000,3,6,BNP,1,1800,33,58.8499,inf,58.8499,0,0.034,7,13,59.1131,-,-,-,-,-


BNP SOLUTION:

Truck tours:
0,11,21
0,10,12,14,16,21
0,4,6,21

UAV tours:
1,2,3,13
7,8,17
19,20
5,9,15,18
