problemName,problemType,numCustomers,UAVspeed,UAVendurance,numTrucks,numUAVs,solverType,heuristicSwitch,timeLimit,numNodesExplored,LPrelaxationBound,lowerBound,objVal,isOptimal,runTime,numTruckCust,numUAVcust,initialHeuristicSoln,finalBnBlowerBound,finalBnBobjVal,finalBnBrunTime,finalBnBnumTruckCust,finalBnBnumUAVcust
20140813T125233,small,20,-,30.000000,3,4,BNP,0,1800,188782,47.8723,47.8723,54.6416,0,1200,12,8,64.3483,51.9254,51.9254,0.135,12,8


BNP SOLUTION:

Truck tours:
0,17,7,18,11,14,5,21
0,1,8,13,19,21
0,15,2,21

UAV tours:
6,10
9,20
3,4
12,16


BNB SOLUTION:

Truck tours:
0,18,11,10,12,21
0,1,13,8,17,21
0,9,16,2,15,21

UAV tours:
3,7
4,14
5,20
6,19
