problemName,problemType,numCustomers,UAVspeed,UAVendurance,numTrucks,numUAVs,solverType,heuristicSwitch,timeLimit,numNodesExplored,LPrelaxationBound,lowerBound,objVal,isOptimal,runTime,numTruckCust,numUAVcust,initialHeuristicSoln,finalBnBlowerBound,finalBnBobjVal,finalBnBrunTime,finalBnBnumTruckCust,finalBnBnumUAVcust
20140813T125152,small,20,-,30.000000,3,4,BNP,1,1800,59,64.3121,inf,64.3121,0,0.135,12,11,71.3806,-,-,-,-,-


BNP SOLUTION:

Truck tours:
0,11,19,9,21
0,20,4,21
0,17,1,5,8,12,10,7,21

UAV tours:
3,13,14,16
6,16,18
2,15,16,17
