problemName,problemType,numCustomers,UAVspeed,UAVendurance,numTrucks,numUAVs,solverType,heuristicSwitch,timeLimit,numNodesExplored,LPrelaxationBound,lowerBound,objVal,isOptimal,runTime,numTruckCust,numUAVcust,initialHeuristicSoln,finalBnBlowerBound,finalBnBobjVal,finalBnBrunTime,finalBnBnumTruckCust,finalBnBnumUAVcust
berlin52_0_80,large,52,2.000000,-,2,6,BNP,1,3600,775,2995,inf,2995,0,10.783,14,44,4540,-,-,-,-,-


BNP SOLUTION:

Truck tours:
0,11,52,14,13,53
0,16,30,42,2,7,17,32,49,36,48,53

UAV tours:
3,18,20,26,29,51
1,5,9,22,24,25,27,38,40
8,10,12,21,41,50
15,19,25,27,28,35,39,45
23,25,28,31,34,43,44,47
4,6,25,27,33,37,46
