problemName,problemType,numCustomers,UAVspeed,UAVendurance,numTrucks,numUAVs,solverType,heuristicSwitch,timeLimit,numNodesExplored,LPrelaxationBound,lowerBound,objVal,isOptimal,runTime,numTruckCust,numUAVcust,initialHeuristicSoln,finalBnBlowerBound,finalBnBobjVal,finalBnBrunTime,finalBnBnumTruckCust,finalBnBnumUAVcust
20140813T125233,small,20,-,30.000000,1,6,DFJ,-,1800,-,47.6048,95.3552,95.3552,1,4.341,6,14,-,-,-,-,-,-


DFJ SOLUTION:

Truck tours:
0,17,18,11,13,1,2,21

UAV tours:
6,9,20
5,8
4,12,16
3,7,14
10,15,19
