problemName,problemType,numCustomers,UAVspeed,UAVendurance,numTrucks,numUAVs,solverType,heuristicSwitch,timeLimit,numNodesExplored,LPrelaxationBound,lowerBound,objVal,isOptimal,runTime,numTruckCust,numUAVcust,initialHeuristicSoln,finalBnBlowerBound,finalBnBobjVal,finalBnBrunTime,finalBnBnumTruckCust,finalBnBnumUAVcust
20140813T125242,small,20,-,30.000000,3,4,BNP,1,1800,47,58.8499,inf,58.8499,0,0.045,7,13,62.0163,-,-,-,-,-


BNP SOLUTION:

Truck tours:
0,10,12,14,16,21
0,6,21
0,4,11,21

UAV tours:
1,3,5,7,15
9,17,18
19,20
2,8,13
