problemName,problemType,numCustomers,UAVspeed,UAVendurance,numTrucks,numUAVs,solverType,heuristicSwitch,timeLimit,numNodesExplored,LPrelaxationBound,lowerBound,objVal,isOptimal,runTime,numTruckCust,numUAVcust,initialHeuristicSoln,finalBnBlowerBound,finalBnBobjVal,finalBnBrunTime,finalBnBnumTruckCust,finalBnBnumUAVcust
berlin52_0_80,large,52,2.000000,-,2,6,DFJ,-,3600,-,1653.77,2995,2995,1,571.048,17,35,-,-,-,-,-,-


DFJ SOLUTION:

Truck tours:
0,39,32,17,2,7,42,21,23,16,46,48,53
0,11,52,14,13,27,28,53

UAV tours:
22,34,35,38,40,47,49,50
10,18,20,25,30,33
4,12,36,37,44,45
9,19,24,26,29,51
5,6,8,15,43
1,3,31,41
