problemName,problemType,numCustomers,UAVspeed,UAVendurance,numTrucks,numUAVs,solverType,heuristicSwitch,timeLimit,numNodesExplored,LPrelaxationBound,lowerBound,objVal,isOptimal,runTime,numTruckCust,numUAVcust,initialHeuristicSoln,finalBnBlowerBound,finalBnBobjVal,finalBnBrunTime,finalBnBnumTruckCust,finalBnBnumUAVcust
20140813T125242,small,20,-,30.000000,2,4,DFJ,-,1800,-,17.3186,49.4034,59.0987,0,1800.01,12,8,-,-,-,-,-,-


DFJ SOLUTION:

Truck tours:
0,4,18,8,16,6,5,21
0,2,10,11,12,14,15,21

UAV tours:
1,13
7,19
3,17
9,20
