problemName,problemType,numCustomers,UAVspeed,UAVendurance,numTrucks,numUAVs,solverType,heuristicSwitch,timeLimit,numNodesExplored,LPrelaxationBound,lowerBound,objVal,isOptimal,runTime,numTruckCust,numUAVcust,initialHeuristicSoln,finalBnBlowerBound,finalBnBobjVal,finalBnBrunTime,finalBnBnumTruckCust,finalBnBnumUAVcust
gr229_0_80,large,229,2.000000,-,1,2,DFJ,-,3600,-,1092.59,1565.23,1851.52,0,3600.17,175,54,-,-,-,-,-,-


DFJ SOLUTION:

Truck tours:
0,77,79,88,80,87,82,83,57,20,12,16,24,54,65,66,64,59,61,62,63,7,3,6,11,23,25,85,86,89,90,91,100,99,98,97,96,37,36,35,33,30,31,32,39,40,167,169,170,168,179,180,181,177,175,173,165,199,197,198,187,196,195,192,193,191,190,189,188,49,45,43,44,47,48,46,184,50,185,186,183,182,178,176,174,163,172,164,162,161,160,159,156,157,204,158,201,202,203,221,223,222,220,219,216,215,213,214,208,207,206,209,210,211,212,205,150,155,154,151,149,148,147,146,145,144,141,143,140,142,139,138,137,136,135,134,133,171,131,132,130,129,128,127,111,113,116,122,121,119,120,117,114,166,125,124,110,109,108,104,105,107,106,112,103,102,101,75,224,225,218,217,227,226,228,229,230

UAV tours:
19,26,27,28,34,41,42,51,55,58,60,67,70,71,72,73,76,78,95,115,118,123,126,152,200
1,2,4,5,8,9,10,13,14,15,17,18,21,22,29,38,52,53,56,68,69,74,81,84,92,93,94,153,194
