problemName,problemType,numCustomers,UAVspeed,UAVendurance,numTrucks,numUAVs,solverType,heuristicSwitch,timeLimit,numNodesExplored,LPrelaxationBound,lowerBound,objVal,isOptimal,runTime,numTruckCust,numUAVcust,initialHeuristicSoln,finalBnBlowerBound,finalBnBobjVal,finalBnBrunTime,finalBnBnumTruckCust,finalBnBnumUAVcust
gr120_0_80,large,120,2.000000,-,1,6,DFJ,-,3600,-,614.411,742.081,851.448,0,3600.01,40,80,-,-,-,-,-,-


DFJ SOLUTION:

Truck tours:
0,38,9,2,93,64,53,27,80,101,102,48,110,112,89,55,90,96,24,16,32,78,94,81,31,66,85,117,19,108,43,69,65,68,91,58,79,100,33,52,25,121

UAV tours:
21,23,26,36,37,40,47,71,83,95,113,115,116
4,15,30,45,61,63,70,75,87,92,97,104,106,119
1,10,11,18,39,41,46,50,60,62,74,76,111
3,6,8,22,44,49,51,56,67,73,77,84,118
12,14,17,20,34,35,57,72,98,99,103,105,107,120
5,7,13,28,29,42,54,59,82,86,88,109,114
