problemName,problemType,numCustomers,UAVspeed,UAVendurance,numTrucks,numUAVs,solverType,heuristicSwitch,timeLimit,numNodesExplored,LPrelaxationBound,lowerBound,objVal,isOptimal,runTime,numTruckCust,numUAVcust,initialHeuristicSoln,finalBnBlowerBound,finalBnBobjVal,finalBnBrunTime,finalBnBnumTruckCust,finalBnBnumUAVcust
berlin52_0_80,large,52,2.000000,-,3,6,DFJ,-,3600,-,1261.27,1768.64,2625,0,3600.01,14,38,-,-,-,-,-,-


DFJ SOLUTION:

Truck tours:
0,48,14,13,25,53
0,11,52,53
0,16,50,30,2,7,42,17,32,53

UAV tours:
6,8,19,27
15,18,29,34,36,40,47,51
1,22,23,28,43,44
10,20,31,35,37,45,46
9,12,21,24,26,38
3,4,5,33,39,41,49
