problemName,problemType,numCustomers,UAVspeed,UAVendurance,numTrucks,numUAVs,solverType,heuristicSwitch,timeLimit,numNodesExplored,LPrelaxationBound,lowerBound,objVal,isOptimal,runTime,numTruckCust,numUAVcust,initialHeuristicSoln,finalBnBlowerBound,finalBnBobjVal,finalBnBrunTime,finalBnBnumTruckCust,finalBnBnumUAVcust
20140813T125233,small,20,-,30.000000,2,6,BNP,0,1800,525,63.1992,63.1992,65.0719,0,1200.01,8,12,65.0719,65.0719,65.0719,0.082,8,12


BNP SOLUTION:

Truck tours:
0,11,13,8,17,21
0,1,20,2,15,21

UAV tours:
9,18
5,3
19,10
14,6
7,12
16,4


BNB SOLUTION:

Truck tours:
0,1,20,2,15,21
0,11,13,8,17,21

UAV tours:
5,9,19
3,10
7,18
16
6,14
4,12
